code,C,7	libelle,C,128
M01CB02	AUROTHIOSULFATE SODIQUE
M01CB03	AURANOFINE
M01CB04	AUROTHIOGLUCOSE
M01CB05	AUROTIOPROL
M01CC	PENICILLAMINE ET ANALOGUES
M01CC01	PENICILLAMINE
M01CC02	BUCILLAMINE
M01CX	AUTRES ANTIRHUMATISMAUX SPECIFIQUES
M02	TOPIQUES POUR DOULEURS ARTICULAIRE ET MUSCULAIRE
M02A	TOPIQUES POUR DOULEURS ARTICULAIRES ET MUSCULAIRES
M02AA	ANTIINFLAMMATOIRES NON STEROIDIENS A USAGE TOPIQUE
M02AA01	PHENYLBUTAZONE
M02AA02	MOFEBUTAZONE
M02AA03	CLOFEZONE
M02AA04	OXYPHENBUTAZONE
M02AA05	BENZYDAMINE
M02AA06	ETOFENAMATE
M02AA07	PIROXICAM
M02AA08	FELBINAC
M02AA09	BUFEXAMAC
M02AA10	KETOPROFENE
M02AA11	BENDAZAC
M02AA12	NAPROXENE
M02AA13	IBUPROFENE
M02AA14	FENTIAZAC
M02AA15	DICLOFENAC
M02AA16	FEPRAZONE
M02AA17	NIFLUMIQUE ACIDE
M02AA18	MECLOFENAMIQUE ACIDE
M02AA19	FLURBIPROFENE
M02AA21	TOLMETINE
M02AA22	SUXIBUZONE
M02AA23	INDOMETACINE
M02AA24	NIFENAZONE
M02AA25	ACECLOFENAC
M02AA26	NIMESULIDE
M02AA27	DEXKETOPROFENE
M02AB	CAPSAICINE ET APPARENTES
M02AB01	CAPSAICINE
M02AB02	ZUCAPSAICINE
M02AC	PREPARATIONS AVEC DES DERIVES DE L'ACIDE SALICYLIQUE
M02AX	AUTRES TOPIQUES POUR DOULEURS ARTICULAIRE ET MUSCULAIRE
M02AX02	TOLAZOLINE
M02AX03	DIMETHYLE SULFOXYDE
M02AX05	IDROCILAMIDE
M02AX06	TOLPERISONE
M02AX10	DIVERS
M03	MYORELAXANTS
M03A	MYORELAXANTS A ACTION PERIPHERIQUE
M03AA	CURARES
M03AA01	ALCURONIUM
M03AA02	TUBOCURARINE
M03AA04	DIMETHYLTUBOCURARINE
M03AB	DERIVES DE LA CHOLINE
M03AB01	SUXAMETHONIUM
M03AC	AUTRES AMMONIUMS QUATERNAIRES
M03AC01	PANCURONIUM
M03AC02	GALLAMINE
M03AC03	VECURONIUM
M03AC04	ATRACURIUM
M03AC05	HEXAFLURONIUM
M03AC06	PIPECURONIUM BROMURE
M03AC07	DOXACURIUM CHLORURE
M03AC08	FAZADINIUM BROMURE
M03AC09	ROCURONIUM BROMURE
M03AC10	MIVACURIUM CHLORURE
M03AC11	CISATRACURIUM
M03AX	AUTRES MYORELAXANTS A ACTION PERIPHERIQUE
M03AX01	TOXINE BOTULIQUE
M03B	MYORELAXANTS A ACTION CENTRALE
M03BA	ESTERS DE L'ACIDE CARBAMIQUE
M03BA01	PHENPROBAMATE
M03BA02	CARISOPRODOL
M03BA03	METHOCARBAMOL
M03BA04	STYRAMATE
M03BA05	FEBARBAMATE
M03BA51	PHENPROBAMATE EN ASSOCIATION SAUF AUX PSYCHOLEPTIQUES
M03BA52	CARISOPRODOL EN ASSOCIATION SAUF AUX PSYCHOLEPTIQUES
M03BA53	METHOCARBAMOL EN ASSOCIATION SAUF AUX PSYCHOLEPTIQUES
M03BA71	PHENPROBAMATE, ASSOCIATION AVEC DES PSYCHOLEPTIQUES
M03BA72	CARISOPRODOL EN ASSOCIATION AVEC DES PSYCHOLEPTIQUES
M03BA73	METHOCARBAMOL EN ASSOCIATION AVEC DES PSYCHOLEPTIQUES
M03BB	DERIVES OXAZOLES, THIAZINIQUES ET TRIAZINIQUES
M03BB02	CHLORMEZANONE
M03BB03	CHLORZOXAZONE
M03BB52	CHLORMEZANONE EN ASSOCIATION SAUF AUX PSYCHOLEPTIQUES
M03BB53	CHLORZOXAZONE EN ASSOCIATION SAUF AUX PSYCHOLEPTIQUES
M03BB72	CHLORMEZANONE EN ASSOCIATION AVEC DES PSYCHOLEPTIQUES
M03BB73	CHLORZOXAZONE EN ASSOCIATION AVEC DES PSYCHOLEPTIQUES
M03BC	ETHERS CHIMIQUEMENT PROCHES DES ANTIHISTAMINIQUES
M03BC01	ORPHENADRINE (CITRATE)
M03BC51	ORPHENADRINE EN ASSOCIATION
M03BX	AUTRES MEDICAMENTS A ACTION CENTRALE
M03BX01	BACLOFENE
M03BX02	TIZANIDINE
M03BX03	PRIDINOL
M03BX04	TOLPERISONE
M03BX05	THIOCOLCHICOSIDE
M03BX06	MEPHENESINE
M03BX07	TETRAZEPAM
M03BX08	CYCLOBENZAPRINE
M03BX09	EPERISONE
M03BX30	PHENYRAMIDOL
M03BX55	THIOCOLCHICOSIDE EN ASSOCIATION
M03C	MYORELAXANTS A ACTION DIRECTE
M03CA	DANTROLENE ET DERIVES
M03CA01	DANTROLENE
M04	ANTIGOUTTEUX
M04A	MEDICAMENTS ANTIGOUTTEUX
M04AA	INHIBITEURS DE LA SYNTHESE DE L'ACIDE URIQUE
M04AA01	ALLOPURINOL
M04AA02	TISOPURINE
M04AA03	FEBUXOSTAT
M04AA51	ALLOPURINOL EN ASSOCIATION
M04AB	URICOSURIQUES
M04AB01	PROBENECIDE
M04AB02	SULFINPYRAZONE
M04AB03	BENZBROMARONE
M04AB04	ISOBROMINDIONE
M04AC	MEDICAMENTS SANS EFFET SUR LE METABOLISME DE L'ACIDE URIQUE
M04AC01	COLCHICINE
M04AC02	CINCHOPHEN
M04AX	AUTRES ANTIGOUTTEUX
M04AX01	URATE OXYDASE
M04AX02	PEGLOTICASE
M05	MEDICAMENTS POUR LE TRAITEMENT DES DESORDRES OSSEUX
M05B	MEDICAMENTS AGISSANT SUR LA STRUCTURE OSSEUSE ET SUR LA MINERALISATION
M05BA	BIPHOSPHONATES
M05BA01	ETIDRONIQUE ACIDE
M05BA02	CLODRONIQUE ACIDE
M05BA03	PAMIDRONIQUE ACIDE
M05BA04	ALENDRONIQUE ACIDE
M05BA05	TILUDRONIQUE ACIDE
M05BA06	IBANDRONIQUE ACIDE
M05BA07	RISEDRONIQUE ACIDE
M05BA08	ZOLEDRONIQUE ACIDE
M05BB	BIPHOSPHONATES EN ASSOCIATION
M05BB01	ETIDRONIQUE ACIDE ET CALCIUM, POUR ADMINISTRATION SEQUENTIELLE
M05BB02	RISEDRONIQUE ACIDE ET CALCIUM, POUR ADMINISTRATION SEQUENTIELLE
M05BB03	ALENDRONIQUE ACIDE ET COLECALCIFEROL
M05BB04	RISEDRONIQUE ACIDE, CALCIUM ET COLECALCIFEROL POUR ADMINISTRATION SEQUENTIELLE
M05BB05	ALENDRONIQUE ACIDE, CALCIUM ET COLECALCIFEROL POUR ADMINISTRATION SEQUENTIELLE
M05BB06	ALENDRONIQUE ACIDE ET ALFACALCIDOL POUR ADMINISTRATION SEQUENTIELLE
M05BB07	RISEDRONIQUE ACIDE ET COLECALCIFEROL
M05BC	PROTEINES MORPHOGENETIQUES DE L'OS
M05BC01	DIBOTERMINE ALFA
M05BC02	EPTOTERMINE ALFA
M05BX	AUTRES MEDICAMENTS AGISSANT SUR LA MINERALISATION
M05BX01	IPRIFLAVONE
M05BX02	ALUMINIUM CHLORHYDRATE
M05BX03	STRONTIUM RANELATE
M05BX04	DENOSUMAB
M05BX53	STRONTIUM RENALATE ET COLECALCIFEROL
M09	AUTRES MEDICAMENTS DES DESORDRES MUSCULO-SQUELETTIQUES
M09A	AUTRES MEDICAMENTS DES DESORDRES MUSCULO-SQUELETTIQUES
M09AA	QUININE ET DERIVES
M09AA01	HYDROQUININE
M09AA72	QUININE EN ASSOCIATION AVEC DES PSYCHOLEPTIQUES
M09AB	ENZYMES
M09AB01	CHYMOPAPAÏNE
M09AB02	COLLAGENASE EXTRAIT DE CLOSTRIDIUM HISTOLYTICUM
M09AB03	BROMELAÏNES
M09AB52	TRYPSINE EN ASSOCIATION
M09AX	AUTRES MEDICAMENTS DES DESORDRES MUSCULO-SQUELETTIQUES
M09AX01	HYALURONIQUE ACIDE
M09AX02	CHONDROCYTES AUTOLOGUES
N	SYSTEME NERVEUX
N01	ANESTHESIQUES
N01A	ANESTHESIQUES GENERAUX
N01AA	ETHERS
N01AA01	ETHER ANESTHESIQUE (DIETHYL ETHER)
N01AA02	VINYL ETHER
N01AB	HYDROCARBURES HALOGENES
N01AB01	HALOTHANE
N01AB02	CHLOROFORME
N01AB04	ENFLURANE
N01AB05	TRICHLOROETHYLENE
N01AB06	ISOFLURANE
N01AB07	DESFLURANE
N01AB08	SEVOFLURANE
N01AF	BARBITURIQUES NON ASSOCIES
N01AF01	METHOHEXITAL
N01AF02	HEXOBARBITAL
N01AF03	THIOPENTAL
N01AG	BARBITURIQUES EN ASSOCIATION AVEC D'AUTRES SUBSTANCES
N01AG01	NARCOBARBITAL
N01AH	ANESTHESIQUES OPIOIDES
N01AH01	FENTANYL
N01AH02	ALFENTANIL
N01AH03	SUFENTANIL
N01AH04	PHENOPERIDINE
N01AH05	ANILERIDINE
N01AH06	REMIFENTANIL
N01AH51	FENTANYL EN ASSOCIATION
N01AX	AUTRES ANESTHESIQUES GENERAUX
N01AX03	KETAMINE
N01AX04	PROPANIDIDE
N01AX05	ALFAXALONE
N01AX07	ETOMIDATE
N01AX10	PROPOFOL
N01AX11	SODIUM OXYBATE
N01AX13	PROTOXYDE D'AZOTE
N01AX14	ESKETAMINE
N01AX15	XENON
N01AX63	PROTOXYDE D'AZOTE EN ASSOCIATION
N01B	ANESTHESIQUES LOCAUX
N01BA	ESTERS DE L'ACIDE AMINOBENZOÏQUE
N01BA01	METABUTETHAMINE
N01BA02	PROCAÏNE
N01BA03	TETRACAÏNE
N01BA04	CHLOROPROCAÏNE
N01BA05	BENZOCAÏNE
N01BA52	PROCAÏNE EN ASSOCIATION
N01BB	AMIDES
N01BB01	BUPIVACAÏNE
N01BB02	LIDOCAÏNE
N01BB03	MEPIVACAÏNE
N01BB04	PRILOCAÏNE
N01BB05	BUTANILICAÏNE
N01BB06	CINCHOCAÏNE
N01BB07	ETIDOCAÏNE
N01BB08	ARTICAÏNE
N01BB09	ROPIVACAÏNE
N01BB10	LEVOBUPIVACAÏNE
N01BB20	ASSOCIATIONS
N01BB51	BUPIVACAÏNE EN ASSOCIATION
N01BB52	LIDOCAÏNE EN ASSOCIATION
N01BB53	MEPIVACAÏNE EN ASSOCIATION
N01BB54	PRILOCAÏNE EN ASSOCIATION
N01BB57	ETIDOCAÏNE EN ASSOCIATION
N01BB58	ARTICAÏNE EN ASSOCIATION
N01BC	ESTERS DE L'ACIDE BENZOIQUE
N01BC01	COCAÏNE
N01BX	AUTRES ANESTHESIQUES LOCAUX
N01BX01	CHLORURE D'ETHYLE
N01BX02	DYCLONINE
N01BX03	PHENOL
N01BX04	CAPSAICINE
N02	ANALGESIQUES
N02A	OPIOIDES
N02AA	ALCALOÏDES NATURELS DE L'OPIUM
N02AA01	MORPHINE
N02AA02	OPIUM
N02AA03	HYDROMORPHONE
N02AA04	NICOMORPHINE
N02AA05	OXYCODONE
N02AA08	DIHYDROCODEINE
N02AA10	PAPAVERETUM
N02AA51	MORPHINE EN ASSOCIATION
N02AA55	OXYCODONE EN ASSOCIATION
N02AA58	DIHYDROCODEINE EN ASSOCIATION
N02AA59	CODEINE EN ASSOCIATION
N02AA79	CODEINE EN ASSOCIATION AVEC DES PSYCHOLEPTIQUES
N02AB	DERIVES DE LA PHENYLPIPERIDINE
N02AB01	KETOBEMIDONE
N02AB02	PETHIDINE
N02AB03	FENTANYL
N02AB52	PETHIDINE EN ASSOCIATION SAUF AUX PSYCHOLEPTIQUES
N02AB72	PETHIDINE EN ASSOCIATION AVEC DES PSYCHOLEPTIQUES
N02AC	DERIVES DE LA DIPHENYLPROPYLAMINE
N02AC01	DEXTROMORAMIDE
N02AC03	PIRITRAMIDE
N02AC04	DEXTROPROPOXYPHENE
N02AC05	BEZITRAMIDE
N02AC52	METHADONE EN ASSOCIATION SAUF AUX PSYCHOLEPTIQUES
N02AC54	DEXTROPROPOXYPHENE EN ASSOCIATION SAUF AUX PSYCHOLEPTIQUES
N02AC74	DEXTROPROPOXYPHENE EN ASSOCIATION AVEC DES PSYCHOLEPTIQUES
N02AD	DERIVES DU BENZOMORPHANE
N02AD01	PENTAZOCINE
N02AD02	PHENAZOCINE
N02AE	DERIVES DE L'ORIPAVINE
N02AE01	BUPRENORPHINE
N02AF	DERIVES DU MORPHINANE
N02AF01	BUTORPHANOL
N02AF02	NALBUPHINE
N02AG	OPIOIDES EN ASSOCIATION AVEC DES ANTISPASMODIQUES
N02AG01	MORPHINE ET ANTISPASMODIQUES
N02AG02	KETOBEMIDONE ET ANTISPASMODIQUES
N02AG03	PETHIDINE ET ANTISPASMODIQUES
N02AG04	HYDROMORPHONE ET ANTISPASMODIQUES
N02AX	AUTRES OPIOIDES
N02AX01	TILIDINE
N02AX02	TRAMADOL
N02AX03	DEZOCINE
N02AX05	MEPTAZINOL
N02AX06	TAPENTADOL
N02AX52	TRAMADOL EN ASSOCIATION
N02B	AUTRES ANALGESIQUES ET ANTIPYRETIQUES
N02BA	ACIDE SALICYLIQUE ET DERIVES
N02BA01	ACETYLSALICYLIQUE ACIDE
N02BA02	ALOXIPRINE
N02BA03	SALICYLATE DE CHOLINE
N02BA04	SALICYLATE SODIQUE
N02BA05	SALICYLAMIDE
N02BA06	SALICYLOYLSALICYLIQUE ACIDE
N02BA07	ETHENZAMIDE
N02BA08	SALICYLATE DE MORPHOLINE
N02BA09	DIPYROCETYL
N02BA10	BENORILATE
N02BA11	DIFLUNISAL
N02BA12	SALICYLATE DE POTASSIUM
N02BA14	GUACETISAL
N02BA15	CARBASALATE CALCIQUE
N02BA16	SALICYLATE D'IMIDAZOLE
N02BA51	ACETYLSALICYLIQUE ACIDE EN ASSOCIATION SAUF AUX PSYCHOLEPTIQUES
N02BA55	SALICYLAMIDE EN ASSOCIATION SAUF AUX PSYCHOLEPTIQUES
N02BA57	ETHENZAMIDE EN ASSOCIATION SAUF AUX PSYCHOLEPTIQUES
N02BA59	DIPYROCETIL EN ASSOCIATION SAUF AUX PSYCHOLEPTIQUES
N02BA65	CARBASALATE CALCIQUE EN ASSOCIATION SAUF AUX PSYCHOLEPTIQUES
N02BA71	ACETYLSALICYLIQUE ACIDE EN ASSOCIATION AVEC DES PSYCHOLEPTIQUES
N02BA75	SALICYLAMIDE EN ASSOCIATION AVEC DES PSYCHOLEPTIQUES
N02BA77	ETHENZAMIDE EN ASSOCIATION AVEC DES PSYCHOLEPTIQUES
N02BA79	DIPYROCETIL EN ASSOCIATION AVEC DES PSYCHOLEPTIQUES
N02BB	PYRAZOLONES
N02BB01	PHENAZONE
N02BB02	METAMIZOLE SODIQUE
N02BB03	AMINOPHENAZONE
N02BB04	PROPYPHENAZONE
N02BB05	NIFENAZONE
N02BB51	PHENAZONE EN ASSOCIATION SAUF AUX PSYCHOLEPTIQUES
N02BB52	METAMIZOLE SODIQUE EN ASSOCIATION SAUF AUX PSYCHOLEPTIQUES
N02BB53	AMINOPHENAZONE EN ASSOCIATION SAUF AUX PSYCHOLEPTIQUES
N02BB54	PROPYPHENAZONE EN ASSOCIATION SAUF AUX PSYCHOLEPTIQUES
N02BB71	PHENAZONE EN ASSOCIATION AVEC DES PSYCHOLEPTIQUES
N02BB72	METAMIZOLE SODIQUE EN ASSOCIATION AVEC DES PSYCHOLEPTIQUES
N02BB73	AMINOPHENAZONE EN ASSOCIATION AVEC DES PSYCHOLEPTIQUES
N02BB74	PROPYPHENAZONE EN ASSOCIATION AVEC DES PSYCHOLEPTIQUES
N02BE	ANILIDES
N02BE01	PARACETAMOL
N02BE03	PHENACETINE
N02BE04	BUCETINE
N02BE05	PROPACETAMOL
N02BE51	PARACETAMOL EN ASSOCIATION SAUF AUX PSYCHOLEPTIQUES
N02BE53	PHENACETINE EN ASSOCIATION SAUF AUX PSYCHOLEPTIQUES
N02BE54	BUCETINE EN ASSOCIATION SAUF AUX PSYCHOLEPTIQUES
N02BE71	PARACETAMOL EN ASSOCIATION AVEC DES PSYCHOLEPTIQUES
N02BE73	PHENACETINE EN ASSOCIATION AVEC DES PSYCHOLEPTIQUES
N02BE74	BUCETINE EN ASSOCIATION AVEC DES PSYCHOLEPTIQUES
N02BG	AUTRES ANALGESIQUES ET ANTIPYRETIQUES
N02BG02	RIMAZOLIUM
N02BG03	GLAFENINE
N02BG04	FLOCTAFENINE
N02BG05	VIMINOL
N02BG06	NEFOPAM
N02BG07	FLUPIRTINE
N02BG08	ZICONOTIDE
N02BG09	METHOXYFLURANE
N02BG10	CANNABINOÏDES
N02C	ANTIMIGRAINEUX
N02CA	ALCALOÏDES DE L'ERGOT
N02CA01	DIHYDROERGOTAMINE
N02CA02	ERGOTAMINE
N02CA04	METHYSERGIDE
N02CA07	LISURIDE
N02CA51	DIHYDROERGOTAMINE EN ASSOCIATION
N02CA52	ERGOTAMINE EN ASSOCIATION SAUF AUX PSYCHOLEPTIQUES
N02CA72	ERGOTAMINE EN ASSOCIATION AVEC DES PSYCHOLEPTIQUES
N02CB	DERIVES DES CORTICOIDES
N02CB01	FLUMEDROXONE
N02CC	AGONISTES SELECTIFS DES RECEPTEURS 5HT1
N02CC01	SUMATRIPTAN
N02CC02	NARATRIPTAN
N02CC03	ZOLMITRIPTAN
N02CC04	RIZATRIPTAN
N02CC05	ALMOTRIPTAN
N02CC06	ELETRIPTAN
N02CC07	FROVATRIPTAN
N02CX	AUTRES ANTIMIGRAINEUX
N02CX01	PIZOTIFENE
N02CX02	CLONIDINE
N02CX03	IPRAZOCHROME
N02CX05	DIMETOTIAZINE
N02CX06	OXETORONE
N03	ANTIEPILEPTIQUES
N03A	ANTIEPILEPTIQUES
N03AA	BARBITURIQUES ET DERIVES
N03AA01	METHYLPHENOBARBITAL
N03AA02	PHENOBARBITAL
N03AA03	PRIMIDONE
N03AA04	BARBEXACLONE
N03AA30	METHARBITAL
N03AB	DERIVES DE L'HYDANTOÏNE
N03AB01	ETHOTOÏNE
N03AB02	PHENYTOÏNE
N03AB03	AMINO (DIPHENYLHYDANTOÏNE) VALERIQUE ACIDE
N03AB04	MEPHENYTOÏNE
N03AB05	FOSPHENYTOÏNE
N03AB52	PHENYTOÏNE EN ASSOCIATION
N03AB54	MEPHENYTOÏNE EN ASSOCIATION
N03AC	DERIVES DE L'OXAZOLIDINE
N03AC01	PARAMETHADIONE
N03AC02	TRIMETHADIONE
N03AC03	ETHADIONE
N03AD	DERIVES DU SUCCINIMIDE
N03AD01	ETHOSUXIMIDE
N03AD02	PHENSUXIMIDE
N03AD03	MESUXIMIDE
N03AD51	ETHOSUXIMIDE EN ASSOCIATION
N03AE	DERIVES DE LA BENZODIAZEPINE
N03AE01	CLONAZEPAM
N03AF	DERIVES DU CARBOXAMIDE
N03AF01	CARBAMAZEPINE
N03AF02	OXCARBAZEPINE
N03AF03	RUFINAMIDE
N03AF04	ESLICARBAZEPINE
N03AG	DERIVES D'ACIDE GRAS
N03AG01	VALPROÏQUE ACIDE
N03AG02	VALPROMIDE
N03AG03	AMINOBUTYRIQUE ACIDE
N03AG04	VIGABATRINE
N03AG05	PROGABIDE
N03AG06	TIAGABINE
N03AX	AUTRES ANTIEPILEPTIQUES
N03AX03	SULTIAME
N03AX07	PHENACEMIDE
N03AX09	LAMOTRIGINE
N03AX10	FELBAMATE
N03AX11	TOPIRAMATE
N03AX12	GABAPENTINE
N03AX13	PHENETURIDE
N03AX14	LEVETIRACETAM
N03AX15	ZONISAMIDE
N03AX16	PREGABALINE
N03AX17	STIRIPENTOL
N03AX18	LACOSAMIDE
N03AX19	CARISBAMATE
N03AX21	RETIGABINE
N03AX22	PERAMPANEL
N03AX30	BECLAMIDE
N04	ANTIPARKINSONIENS
N04A	ANTICHOLINERGIQUES
N04AA	AMINES TERTIAIRES
N04AA01	TRIHEXYPHENIDYL
N04AA02	BIPERIDENE
N04AA03	METIXENE
N04AA04	PROCYCLIDINE
N04AA05	PROFENAMINE
N04AA08	DEXETIMIDE
N04AA09	PHENGLUTARIMIDE
N04AA10	MAZATICOL
N04AA11	BORNAPRINE
N04AA12	TROPATEPINE
N04AB	ETHERS, CHIMIQUEMENT PROCHES DES ANTIHISTAMINIQUES
N04AB01	ETANAUTINE
N04AB02	ORPHENADRINE (CHLORURE)
N04AC	ETHERS DE LA TROPINE ET DERIVES
N04AC01	BENZATROPINE
N04AC30	ETYBENZATROPINE
N04B	DOPAMINERGIQUES
N04BA	DOPA ET DERIVES
N04BA01	LEVODOPA
N04BA02	LEVODOPA ET INHIBITEUR DE LA DECARBOXYLASE
N04BA03	LEVODOPA, INHIBITEUR DE LA DECARBOXYLASE ET DE LA COMT
N04BA04	MELEVODOPA
N04BA05	MELEVODOPA ET INHIBITEUR DE LA DECARBOXYLASE
N04BA06	ETILEVODOPA ET INHIBITEUR DE LA DECARBOXYLASE
N04BB	DERIVES DE L'ADAMANTANE
N04BB01	AMANTADINE
N04BC	AGONISTES DOPAMINERGIQUES
N04BC01	BROMOCRIPTINE
N04BC02	PERGOLIDE
N04BC03	DIHYDROERGOCRYPTINE MESYLATE
N04BC04	ROPINIROLE
N04BC05	PRAMIPEXOLE
N04BC06	CABERGOLINE
N04BC07	APOMORPHINE
N04BC08	PIRIBEDIL
N04BC09	ROTIGOTINE
N04BD	INHIBITEURS DE LA MONOAMINE OXYDASE TYPE B
N04BD01	SELEGILINE
N04BD02	RASAGILINE
N04BX	AUTRES DOPAMINERGIQUES
N04BX01	TOLCAPONE
N04BX02	ENTACAPONE
N04BX03	BUDIPINE
N05	PSYCHOLEPTIQUES
N05A	ANTIPSYCHOTIQUES
N05AA	PHENOTHIAZINES A CHAINE ALIPHATIQUE
N05AA01	CHLORPROMAZINE
N05AA02	LEVOMEPROMAZINE
N05AA03	PROMAZINE
N05AA04	ACEPROMAZINE
N05AA05	TRIFLUPROMAZINE
N05AA06	CYAMEMAZINE
N05AA07	CHLORPROETHAZINE
N05AB	PHENOTHIAZINES DE STRUCTURE PIPERAZINIQUE
N05AB01	DIXYRAZINE
N05AB02	FLUPHENAZINE
N05AB03	PERPHENAZINE
N05AB04	PROCHLORPERAZINE
N05AB05	THIOPROPAZATE
N05AB06	TRIFLUOPERAZINE
N05AB07	ACETOPHENAZINE
N05AB08	THIOPROPERAZINE
N05AB09	BUTAPERAZINE
N05AB10	PERAZINE
N05AC	PHENOTHIAZINES DE STRUCTURE PIPERIDINIQUE
N05AC01	PERICIAZINE
N05AC02	THIORIDAZINE
N05AC03	MESORIDAZINE
N05AC04	PIPOTIAZINE
N05AD	DERIVES DE LA BUTYROPHENONE
N05AD01	HALOPERIDOL
N05AD02	TRIFLUPERIDOL
N05AD03	MELPERONE
N05AD04	MOPERONE
N05AD05	PIPAMPERONE
N05AD06	BROMPERIDOL
N05AD07	BENPERIDOL
N05AD08	DROPERIDOL
N05AD09	FLUANISONE
N05AE	DERIVES INDOLIQUES
N05AE01	OXYPERTINE
N05AE02	MOLINDONE
N05AE03	SERTINDOLE
N05AE04	ZIPRASIDONE
N05AE05	LURASIDONE
N05AF	DERIVES DU THIOXANTHENE
N05AF01	FLUPENTIXOL
N05AF02	CLOPENTHIXOL
N05AF03	CHLORPROTHIXENE
N05AF04	TIOTIXENE
N05AF05	ZUCLOPENTHIXOL
N05AG	DERIVES DE LA DIPHENYLBUTYLPIPERIDINE
N05AG01	FLUSPIRILENE
N05AG02	PIMOZIDE
N05AG03	PENFLURIDOL
N05AH	DIAZEPINES, OXAZEPINES, THIAZEPINES ET OXEPINES
N05AH01	LOXAPINE
N05AH02	CLOZAPINE
N05AH03	OLANZAPINE
N05AH04	QUETIAPINE
N05AH05	ASENAPINE
N05AH06	CLOTIAPINE
N05AL	BENZAMIDES
N05AL01	SULPIRIDE
N05AL02	SULTOPRIDE
N05AL03	TIAPRIDE
N05AL04	REMOXIPRIDE
N05AL05	AMISULPRIDE
N05AL06	VERALIPRIDE
N05AL07	LEVOSULPIRIDE
N05AN	LITHIUM
N05AN01	LITHIUM
N05AX	AUTRES ANTIPSYCHOTIQUES
N05AX07	PROTHIPENDYL
N05AX08	RISPERIDONE
N05AX10	MOSAPRAMINE
N05AX11	ZOTEPINE
N05AX12	ARIPIPRAZOLE
N05AX13	PALIPERIDONE
N05AX14	ILOPERIDONE
N05AX15	CARIPRAZINE
N05B	ANXIOLYTIQUES
N05BA	DERIVES DE LA BENZODIAZEPINE
N05BA01	DIAZEPAM
N05BA02	CHLORDIAZEPOXYDE
N05BA03	MEDAZEPAM
N05BA04	OXAZEPAM
N05BA05	CLORAZEPATE POTASSIQUE
N05BA06	LORAZEPAM
N05BA07	ADINAZOLAM
N05BA08	BROMAZEPAM
N05BA09	CLOBAZAM
N05BA10	KETAZOLAM
N05BA11	PRAZEPAM
N05BA12	ALPRAZOLAM
N05BA13	HALAZEPAM
N05BA14	PINAZEPAM
N05BA15	CAMAZEPAM
N05BA16	NORDAZEPAM
N05BA17	FLUDIAZEPAM
N05BA18	ETHYLE LOFLAZEPATE
N05BA19	ETIZOLAM
N05BA21	CLOTIAZEPAM
N05BA22	CLOXAZOLAM
N05BA23	TOFISOPAM
N05BA56	LORAZEPAM EN ASSOCIATION
N05BB	DERIVES DU DIPHENYLMETHANE
N05BB01	HYDROXYZINE
N05BB02	CAPTODIAME
N05BB51	HYDROXYZINE EN ASSOCIATION
N05BC	CARBAMATES
N05BC01	MEPROBAMATE
N05BC03	EMYLCAMATE
N05BC04	MEBUTAMATE
N05BC51	MEPROBAMATE EN ASSOCIATION
N05BD	DERIVES DU DIBENZO-BICYCLO-OCTADIENE
N05BD01	BENZOCTAMINE
N05BE	DERIVES DE L'AZASPIRODECANEDIONE
N05BE01	BUSPIRONE
N05BX	AUTRES ANXIOLYTIQUES
N05BX01	MEPHENOXALONE
N05BX02	GEDOCARNIL
N05BX03	ETIFOXINE
N05C	HYPNOTIQUES ET SEDATIFS
N05CA	BARBITURIQUES NON ASSOCIES
N05CA01	PENTOBARBITAL
N05CA02	AMOBARBITAL
N05CA03	BUTOBARBITAL
N05CA04	BARBITAL
N05CA05	APROBARBITAL
N05CA06	SECOBARBITAL
N05CA07	TALBUTAL
N05CA08	VINYLBITAL
N05CA09	VINBARBITAL
N05CA10	CYCLOBARBITAL
N05CA11	HEPTABARBITAL
N05CA12	REPOSAL
N05CA15	METHOHEXITAL
N05CA16	HEXOBARBITAL
N05CA19	THIOPENTAL
N05CA20	ETALLOBARBITAL
N05CA21	ALLOBARBITAL
N05CA22	PROXIBARBAL
N05CB	BARBITURIQUES EN ASSOCIATION
N05CB01	ASSOCIATIONS DE BARBITURIQUES
N05CB02	BARBITURIQUES EN ASSOCIATION AVEC D'AUTRES SUBSTANCES
N05CC	ALDEHYDES ET DERIVES
N05CC01	CHLORAL HYDRATE
N05CC02	CHLORALODOL
N05CC03	ACETYLGLYCINAMIDE CHLORAL HYDRATE
N05CC04	DICHLORALPHENAZONE
N05CC05	PARALDEHYDE
N05CD	DERIVES DE LA BENZODIAZEPINE
N05CD01	FLURAZEPAM
N05CD02	NITRAZEPAM
N05CD03	FLUNITRAZEPAM
N05CD04	ESTAZOLAM
N05CD05	TRIAZOLAM
N05CD06	LORMETAZEPAM
N05CD07	TEMAZEPAM
N05CD08	MIDAZOLAM
N05CD09	BROTIZOLAM
N05CD10	QUAZEPAM
N05CD11	LOPRAZOLAM
N05CD12	DOXEFAZEPAM
N05CD13	CINOLAZEPAM
N05CE	DERIVES DE LA PIPERIDINEDIONE
N05CE01	GLUTETHIMIDE
N05CE02	METHYPRYLON
N05CE03	PYRITHYLDIONE
N05CF	MEDICAMENTS RELIES AUX BENZODIAZEPINES
N05CF01	ZOPICLONE
N05CF02	ZOLPIDEM
N05CF03	ZALEPLONE
